family,order,sampleId,jacardDist
Lachnospiraceae,Clostridiales,ERR321590,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321590,0.366127024
Ruminococcaceae,Clostridiales,ERR321590,0.164257228
Bacteroidaceae,Bacteroidales,ERR321592,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321592,0.135062129
Prevotellaceae,Bacteroidales,ERR321592,0.212317666
Rikenellaceae,Bacteroidales,ERR321592,0.284981091
Clostridiaceae,Clostridiales,ERR321592,0.116928447
Lachnospiraceae,Clostridiales,ERR321592,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321592,0.366127024
Ruminococcaceae,Clostridiales,ERR321592,0.164257228
Bacteroidaceae,Bacteroidales,ERR321602,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321602,0.135062129
Prevotellaceae,Bacteroidales,ERR321602,0.212317666
Rikenellaceae,Bacteroidales,ERR321602,0.284981091
Clostridiaceae,Clostridiales,ERR321602,0.116928447
Lachnospiraceae,Clostridiales,ERR321602,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321602,0.366127024
Ruminococcaceae,Clostridiales,ERR321602,0.164257228
Bacteroidaceae,Bacteroidales,ERR321606,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321606,0.135062129
Prevotellaceae,Bacteroidales,ERR321606,0.212317666
Rikenellaceae,Bacteroidales,ERR321606,0.284981091
Clostridiaceae,Clostridiales,ERR321606,0.116928447
Lachnospiraceae,Clostridiales,ERR321606,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321606,0.366127024
Ruminococcaceae,Clostridiales,ERR321606,0.164257228
Lactobacillaceae,Lactobacillales,ERR321606,0.050366032
Streptococcaceae,Lactobacillales,ERR321606,0.140890451
Bacteroidaceae,Bacteroidales,ERR321608,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321608,0.116689655
Rikenellaceae,Bacteroidales,ERR321608,0.269793103
Clostridiaceae,Clostridiales,ERR321608,0.116928447
Lachnospiraceae,Clostridiales,ERR321608,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321608,0.366127024
Ruminococcaceae,Clostridiales,ERR321608,0.164257228
Bacteroidaceae,Bacteroidales,ERR321612,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321612,0.135062129
Prevotellaceae,Bacteroidales,ERR321612,0.212317666
Rikenellaceae,Bacteroidales,ERR321612,0.284981091
Clostridiaceae,Clostridiales,ERR321612,0.105781368
Lachnospiraceae,Clostridiales,ERR321612,0.075662043
Ruminococcaceae,Clostridiales,ERR321612,0.153710247
Enterococcaceae,Lactobacillales,ERR321612,0.181122449
Streptococcaceae,Lactobacillales,ERR321612,0.064732143
Bacteroidaceae,Bacteroidales,ERR321614,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321614,0.135062129
Prevotellaceae,Bacteroidales,ERR321614,0.212317666
Rikenellaceae,Bacteroidales,ERR321614,0.284981091
Clostridiaceae,Clostridiales,ERR321614,0.116928447
Lachnospiraceae,Clostridiales,ERR321614,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321614,0.366127024
Ruminococcaceae,Clostridiales,ERR321614,0.164257228
Bacteroidaceae,Bacteroidales,ERR321616,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321616,0.135062129
Prevotellaceae,Bacteroidales,ERR321616,0.212317666
Rikenellaceae,Bacteroidales,ERR321616,0.284981091
Clostridiaceae,Clostridiales,ERR321616,0.116928447
Lachnospiraceae,Clostridiales,ERR321616,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321616,0.366127024
Ruminococcaceae,Clostridiales,ERR321616,0.164257228
Actinomycetaceae,Actinomycetales,ERR321619,0.043979058
Micrococcaceae,Actinomycetales,ERR321619,0.418499127
Bacteroidaceae,Bacteroidales,ERR321619,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321619,0.135062129
Prevotellaceae,Bacteroidales,ERR321619,0.212317666
Rikenellaceae,Bacteroidales,ERR321619,0.284981091
Clostridiaceae,Clostridiales,ERR321619,0.116928447
Lachnospiraceae,Clostridiales,ERR321619,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321619,0.366127024
Ruminococcaceae,Clostridiales,ERR321619,0.164257228
Comamonadaceae,Burkholderiales,ERR321619,0.103536648
Oxalobacteraceae,Burkholderiales,ERR321619,0.511532547
Suterellaceae,Burkholderiales,ERR321619,0.369041517
Lactobacillaceae,Lactobacillales,ERR321619,0.050366032
Streptococcaceae,Lactobacillales,ERR321619,0.140890451
Bacteroidaceae,Bacteroidales,ERR321627,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321627,0.135062129
Prevotellaceae,Bacteroidales,ERR321627,0.212317666
Rikenellaceae,Bacteroidales,ERR321627,0.284981091
Clostridiaceae,Clostridiales,ERR321627,0.116928447
Lachnospiraceae,Clostridiales,ERR321627,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321627,0.366127024
Ruminococcaceae,Clostridiales,ERR321627,0.164257228
Bacteroidaceae,Bacteroidales,ERR321628,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321628,0.135062129
Prevotellaceae,Bacteroidales,ERR321628,0.212317666
Rikenellaceae,Bacteroidales,ERR321628,0.284981091
Clostridiaceae,Clostridiales,ERR321628,0.116928447
Lachnospiraceae,Clostridiales,ERR321628,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321628,0.366127024
Ruminococcaceae,Clostridiales,ERR321628,0.164257228
Lactobacillaceae,Lactobacillales,ERR321628,0.050366032
Streptococcaceae,Lactobacillales,ERR321628,0.140890451
Oxalobacteraceae,Burkholderiales,ERR321628,0.337734538
Suterellaceae,Burkholderiales,ERR321628,0.144544823
Bacteroidaceae,Bacteroidales,ERR321631,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321631,0.135062129
Prevotellaceae,Bacteroidales,ERR321631,0.212317666
Rikenellaceae,Bacteroidales,ERR321631,0.284981091
Clostridiaceae,Clostridiales,ERR321631,0.116928447
Lachnospiraceae,Clostridiales,ERR321631,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321631,0.366127024
Ruminococcaceae,Clostridiales,ERR321631,0.164257228
Enterococcaceae,Lactobacillales,ERR321631,0.263339071
Lactobacillaceae,Lactobacillales,ERR321631,0.06997419
Streptococcaceae,Lactobacillales,ERR321631,0.158634538
Bacteroidaceae,Bacteroidales,ERR321634,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321634,0.135062129
Prevotellaceae,Bacteroidales,ERR321634,0.212317666
Rikenellaceae,Bacteroidales,ERR321634,0.284981091
Clostridiaceae,Clostridiales,ERR321634,0.116928447
Lachnospiraceae,Clostridiales,ERR321634,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321634,0.366127024
Ruminococcaceae,Clostridiales,ERR321634,0.164257228
Bacteroidaceae,Bacteroidales,ERR321640,0.107509454
Porphyromonadaceae,Bacteroidales,ERR321640,0.135062129
Prevotellaceae,Bacteroidales,ERR321640,0.212317666
Rikenellaceae,Bacteroidales,ERR321640,0.284981091
Clostridiaceae,Clostridiales,ERR321640,0.116928447
Lachnospiraceae,Clostridiales,ERR321640,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321640,0.366127024
Ruminococcaceae,Clostridiales,ERR321640,0.164257228
Lactobacillaceae,Lactobacillales,ERR321640,0.050366032
Streptococcaceae,Lactobacillales,ERR321640,0.140890451
Bacteroidaceae,Bacteroidales,ERR321642,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321642,0.116689655
Rikenellaceae,Bacteroidales,ERR321642,0.269793103
Clostridiaceae,Clostridiales,ERR321642,0.105781368
Lachnospiraceae,Clostridiales,ERR321642,0.075662043
Ruminococcaceae,Clostridiales,ERR321642,0.153710247
Bacteroidaceae,Bacteroidales,ERR321648,0.088551724
Porphyromonadaceae,Bacteroidales,ERR321648,0.116689655
Rikenellaceae,Bacteroidales,ERR321648,0.269793103
Clostridiaceae,Clostridiales,ERR321648,0.116928447
Lachnospiraceae,Clostridiales,ERR321648,0.087173101
Peptostreptococcaceae,Clostridiales,ERR321648,0.366127024
Ruminococcaceae,Clostridiales,ERR321648,0.164257228
Lactobacillaceae,Lactobacillales,ERR321648,0.050366032
Streptococcaceae,Lactobacillales,ERR321648,0.140890451
Bacteroidaceae,Bacteroidales,ERR414233,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414233,0.135062129
Prevotellaceae,Bacteroidales,ERR414233,0.212317666
Rikenellaceae,Bacteroidales,ERR414233,0.284981091
Clostridiaceae,Clostridiales,ERR414233,0.116928447
Lachnospiraceae,Clostridiales,ERR414233,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414233,0.366127024
Ruminococcaceae,Clostridiales,ERR414233,0.164257228
Lactobacillaceae,Lactobacillales,ERR414233,0.050366032
Streptococcaceae,Lactobacillales,ERR414233,0.140890451
Bacteroidaceae,Bacteroidales,ERR414234,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414234,0.116689655
Rikenellaceae,Bacteroidales,ERR414234,0.269793103
Clostridiaceae,Clostridiales,ERR414234,0.105781368
Lachnospiraceae,Clostridiales,ERR414234,0.075662043
Ruminococcaceae,Clostridiales,ERR414234,0.153710247
Lactobacillaceae,Lactobacillales,ERR414234,0.050366032
Streptococcaceae,Lactobacillales,ERR414234,0.140890451
Actinomycetaceae,Actinomycetales,ERR414235,0.043979058
Micrococcaceae,Actinomycetales,ERR414235,0.418499127
Bacteroidaceae,Bacteroidales,ERR414235,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414235,0.135062129
Prevotellaceae,Bacteroidales,ERR414235,0.212317666
Rikenellaceae,Bacteroidales,ERR414235,0.284981091
Clostridiaceae,Clostridiales,ERR414235,0.116928447
Lachnospiraceae,Clostridiales,ERR414235,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414235,0.366127024
Ruminococcaceae,Clostridiales,ERR414235,0.164257228
Enterococcaceae,Lactobacillales,ERR414235,0.263339071
Lactobacillaceae,Lactobacillales,ERR414235,0.06997419
Streptococcaceae,Lactobacillales,ERR414235,0.158634538
Actinomycetaceae,Actinomycetales,ERR414239,0.109268293
Corynebacteriaceae,Actinomycetales,ERR414239,0.324878049
Bacteroidaceae,Bacteroidales,ERR414239,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414239,0.135062129
Prevotellaceae,Bacteroidales,ERR414239,0.212317666
Rikenellaceae,Bacteroidales,ERR414239,0.284981091
Clostridiaceae,Clostridiales,ERR414239,0.116928447
Lachnospiraceae,Clostridiales,ERR414239,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414239,0.366127024
Ruminococcaceae,Clostridiales,ERR414239,0.164257228
Enterococcaceae,Lactobacillales,ERR414239,0.263339071
Lactobacillaceae,Lactobacillales,ERR414239,0.06997419
Streptococcaceae,Lactobacillales,ERR414239,0.158634538
Oxalobacteraceae,Burkholderiales,ERR414239,0.337734538
Suterellaceae,Burkholderiales,ERR414239,0.144544823
Bacteroidaceae,Bacteroidales,ERR414240,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414240,0.135062129
Prevotellaceae,Bacteroidales,ERR414240,0.212317666
Rikenellaceae,Bacteroidales,ERR414240,0.284981091
Clostridiaceae,Clostridiales,ERR414240,0.116928447
Lachnospiraceae,Clostridiales,ERR414240,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414240,0.366127024
Ruminococcaceae,Clostridiales,ERR414240,0.164257228
Lactobacillaceae,Lactobacillales,ERR414240,0.050366032
Streptococcaceae,Lactobacillales,ERR414240,0.140890451
Oxalobacteraceae,Burkholderiales,ERR414240,0.337734538
Suterellaceae,Burkholderiales,ERR414240,0.144544823
Bacteroidaceae,Bacteroidales,ERR414241,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414241,0.135062129
Prevotellaceae,Bacteroidales,ERR414241,0.212317666
Rikenellaceae,Bacteroidales,ERR414241,0.284981091
Clostridiaceae,Clostridiales,ERR414241,0.116928447
Lachnospiraceae,Clostridiales,ERR414241,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414241,0.366127024
Ruminococcaceae,Clostridiales,ERR414241,0.164257228
Enterococcaceae,Lactobacillales,ERR414241,0.181122449
Streptococcaceae,Lactobacillales,ERR414241,0.064732143
Bacteroidaceae,Bacteroidales,ERR414242,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414242,0.135062129
Prevotellaceae,Bacteroidales,ERR414242,0.212317666
Rikenellaceae,Bacteroidales,ERR414242,0.284981091
Clostridiaceae,Clostridiales,ERR414242,0.105781368
Lachnospiraceae,Clostridiales,ERR414242,0.075662043
Ruminococcaceae,Clostridiales,ERR414242,0.153710247
Bacteroidaceae,Bacteroidales,ERR414244,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414244,0.135062129
Prevotellaceae,Bacteroidales,ERR414244,0.212317666
Rikenellaceae,Bacteroidales,ERR414244,0.284981091
Clostridiaceae,Clostridiales,ERR414244,0.116928447
Lachnospiraceae,Clostridiales,ERR414244,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414244,0.366127024
Ruminococcaceae,Clostridiales,ERR414244,0.164257228
Bacteroidaceae,Bacteroidales,ERR414246,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414246,0.116689655
Rikenellaceae,Bacteroidales,ERR414246,0.269793103
Clostridiaceae,Clostridiales,ERR414246,0.105781368
Lachnospiraceae,Clostridiales,ERR414246,0.075662043
Ruminococcaceae,Clostridiales,ERR414246,0.153710247
Bacteroidaceae,Bacteroidales,ERR414250,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414250,0.116689655
Rikenellaceae,Bacteroidales,ERR414250,0.269793103
Clostridiaceae,Clostridiales,ERR414250,0.105781368
Lachnospiraceae,Clostridiales,ERR414250,0.075662043
Ruminococcaceae,Clostridiales,ERR414250,0.153710247
Bacteroidaceae,Bacteroidales,ERR414252,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414252,0.116689655
Rikenellaceae,Bacteroidales,ERR414252,0.269793103
Clostridiaceae,Clostridiales,ERR414252,0.116928447
Lachnospiraceae,Clostridiales,ERR414252,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414252,0.366127024
Ruminococcaceae,Clostridiales,ERR414252,0.164257228
Bacteroidaceae,Bacteroidales,ERR414254,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414254,0.135062129
Prevotellaceae,Bacteroidales,ERR414254,0.212317666
Rikenellaceae,Bacteroidales,ERR414254,0.284981091
Clostridiaceae,Clostridiales,ERR414254,0.105781368
Lachnospiraceae,Clostridiales,ERR414254,0.075662043
Ruminococcaceae,Clostridiales,ERR414254,0.153710247
Bacteroidaceae,Bacteroidales,ERR414261,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414261,0.135062129
Prevotellaceae,Bacteroidales,ERR414261,0.212317666
Rikenellaceae,Bacteroidales,ERR414261,0.284981091
Clostridiaceae,Clostridiales,ERR414261,0.116928447
Lachnospiraceae,Clostridiales,ERR414261,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414261,0.366127024
Ruminococcaceae,Clostridiales,ERR414261,0.164257228
Lactobacillaceae,Lactobacillales,ERR414261,0.050366032
Streptococcaceae,Lactobacillales,ERR414261,0.140890451
Bacteroidaceae,Bacteroidales,ERR414262,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414262,0.135062129
Prevotellaceae,Bacteroidales,ERR414262,0.212317666
Rikenellaceae,Bacteroidales,ERR414262,0.284981091
Clostridiaceae,Clostridiales,ERR414262,0.105781368
Lachnospiraceae,Clostridiales,ERR414262,0.075662043
Ruminococcaceae,Clostridiales,ERR414262,0.153710247
Bacteroidaceae,Bacteroidales,ERR414265,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414265,0.135062129
Prevotellaceae,Bacteroidales,ERR414265,0.212317666
Rikenellaceae,Bacteroidales,ERR414265,0.284981091
Clostridiaceae,Clostridiales,ERR414265,0.116928447
Lachnospiraceae,Clostridiales,ERR414265,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414265,0.366127024
Ruminococcaceae,Clostridiales,ERR414265,0.164257228
Bacteroidaceae,Bacteroidales,ERR414266,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414266,0.135062129
Prevotellaceae,Bacteroidales,ERR414266,0.212317666
Rikenellaceae,Bacteroidales,ERR414266,0.284981091
Clostridiaceae,Clostridiales,ERR414266,0.116928447
Lachnospiraceae,Clostridiales,ERR414266,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414266,0.366127024
Ruminococcaceae,Clostridiales,ERR414266,0.164257228
Lactobacillaceae,Lactobacillales,ERR414266,0.050366032
Streptococcaceae,Lactobacillales,ERR414266,0.140890451
Bacteroidaceae,Bacteroidales,ERR414267,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414267,0.116689655
Rikenellaceae,Bacteroidales,ERR414267,0.269793103
Clostridiaceae,Clostridiales,ERR414267,0.116928447
Lachnospiraceae,Clostridiales,ERR414267,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414267,0.366127024
Ruminococcaceae,Clostridiales,ERR414267,0.164257228
Bacteroidaceae,Bacteroidales,ERR414268,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414268,0.116689655
Rikenellaceae,Bacteroidales,ERR414268,0.269793103
Clostridiaceae,Clostridiales,ERR414268,0.105781368
Lachnospiraceae,Clostridiales,ERR414268,0.075662043
Ruminococcaceae,Clostridiales,ERR414268,0.153710247
Bacteroidaceae,Bacteroidales,ERR414270,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414270,0.116689655
Rikenellaceae,Bacteroidales,ERR414270,0.269793103
Clostridiaceae,Clostridiales,ERR414270,0.105781368
Lachnospiraceae,Clostridiales,ERR414270,0.075662043
Ruminococcaceae,Clostridiales,ERR414270,0.153710247
Actinomycetaceae,Actinomycetales,ERR414274,0.109268293
Corynebacteriaceae,Actinomycetales,ERR414274,0.324878049
Bacteroidaceae,Bacteroidales,ERR414274,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414274,0.135062129
Prevotellaceae,Bacteroidales,ERR414274,0.212317666
Rikenellaceae,Bacteroidales,ERR414274,0.284981091
Clostridiaceae,Clostridiales,ERR414274,0.105781368
Lachnospiraceae,Clostridiales,ERR414274,0.075662043
Ruminococcaceae,Clostridiales,ERR414274,0.153710247
Enterococcaceae,Lactobacillales,ERR414274,0.269208879
Lactobacillaceae,Lactobacillales,ERR414274,0.077382646
Leuconostocaceae,Lactobacillales,ERR414274,0.422026181
Streptococcaceae,Lactobacillales,ERR414274,0.165338645
Bacteroidaceae,Bacteroidales,ERR414277,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414277,0.116689655
Rikenellaceae,Bacteroidales,ERR414277,0.269793103
Clostridiaceae,Clostridiales,ERR414277,0.105781368
Lachnospiraceae,Clostridiales,ERR414277,0.075662043
Ruminococcaceae,Clostridiales,ERR414277,0.153710247
Bacteroidaceae,Bacteroidales,ERR414278,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414278,0.135062129
Prevotellaceae,Bacteroidales,ERR414278,0.212317666
Rikenellaceae,Bacteroidales,ERR414278,0.284981091
Clostridiaceae,Clostridiales,ERR414278,0.116928447
Lachnospiraceae,Clostridiales,ERR414278,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414278,0.366127024
Ruminococcaceae,Clostridiales,ERR414278,0.164257228
Lactobacillaceae,Lactobacillales,ERR414278,0.050366032
Streptococcaceae,Lactobacillales,ERR414278,0.140890451
Bacteroidaceae,Bacteroidales,ERR414279,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414279,0.135062129
Prevotellaceae,Bacteroidales,ERR414279,0.212317666
Rikenellaceae,Bacteroidales,ERR414279,0.284981091
Clostridiaceae,Clostridiales,ERR414279,0.116928447
Lachnospiraceae,Clostridiales,ERR414279,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414279,0.366127024
Ruminococcaceae,Clostridiales,ERR414279,0.164257228
Lactobacillaceae,Lactobacillales,ERR414279,0.050366032
Streptococcaceae,Lactobacillales,ERR414279,0.140890451
Bacteroidaceae,Bacteroidales,ERR414282,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414282,0.135062129
Prevotellaceae,Bacteroidales,ERR414282,0.212317666
Rikenellaceae,Bacteroidales,ERR414282,0.284981091
Clostridiaceae,Clostridiales,ERR414282,0.105781368
Lachnospiraceae,Clostridiales,ERR414282,0.075662043
Ruminococcaceae,Clostridiales,ERR414282,0.153710247
Lactobacillaceae,Lactobacillales,ERR414282,0.050366032
Streptococcaceae,Lactobacillales,ERR414282,0.140890451
Bacteroidaceae,Bacteroidales,ERR414283,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414283,0.116689655
Rikenellaceae,Bacteroidales,ERR414283,0.269793103
Clostridiaceae,Clostridiales,ERR414283,0.105781368
Lachnospiraceae,Clostridiales,ERR414283,0.075662043
Ruminococcaceae,Clostridiales,ERR414283,0.153710247
Bacteroidaceae,Bacteroidales,ERR414288,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414288,0.135062129
Prevotellaceae,Bacteroidales,ERR414288,0.212317666
Rikenellaceae,Bacteroidales,ERR414288,0.284981091
Clostridiaceae,Clostridiales,ERR414288,0.116928447
Lachnospiraceae,Clostridiales,ERR414288,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414288,0.366127024
Ruminococcaceae,Clostridiales,ERR414288,0.164257228
Lactobacillaceae,Lactobacillales,ERR414288,0.050366032
Streptococcaceae,Lactobacillales,ERR414288,0.140890451
Bacteroidaceae,Bacteroidales,ERR414292,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414292,0.116689655
Rikenellaceae,Bacteroidales,ERR414292,0.269793103
Clostridiaceae,Clostridiales,ERR414292,0.116928447
Lachnospiraceae,Clostridiales,ERR414292,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414292,0.366127024
Ruminococcaceae,Clostridiales,ERR414292,0.164257228
Bacteroidaceae,Bacteroidales,ERR414294,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414294,0.135062129
Prevotellaceae,Bacteroidales,ERR414294,0.212317666
Rikenellaceae,Bacteroidales,ERR414294,0.284981091
Clostridiaceae,Clostridiales,ERR414294,0.116928447
Lachnospiraceae,Clostridiales,ERR414294,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414294,0.366127024
Ruminococcaceae,Clostridiales,ERR414294,0.164257228
Lactobacillaceae,Lactobacillales,ERR414294,0.050366032
Streptococcaceae,Lactobacillales,ERR414294,0.140890451
Bacteroidaceae,Bacteroidales,ERR414295,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414295,0.135062129
Prevotellaceae,Bacteroidales,ERR414295,0.212317666
Rikenellaceae,Bacteroidales,ERR414295,0.284981091
Clostridiaceae,Clostridiales,ERR414295,0.105781368
Lachnospiraceae,Clostridiales,ERR414295,0.075662043
Ruminococcaceae,Clostridiales,ERR414295,0.153710247
Lactobacillaceae,Lactobacillales,ERR414295,0.050366032
Streptococcaceae,Lactobacillales,ERR414295,0.140890451
Bacteroidaceae,Bacteroidales,ERR414297,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414297,0.116689655
Rikenellaceae,Bacteroidales,ERR414297,0.269793103
Clostridiaceae,Clostridiales,ERR414297,0.116928447
Lachnospiraceae,Clostridiales,ERR414297,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414297,0.366127024
Ruminococcaceae,Clostridiales,ERR414297,0.164257228
Bacteroidaceae,Bacteroidales,ERR414301,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414301,0.135062129
Prevotellaceae,Bacteroidales,ERR414301,0.212317666
Rikenellaceae,Bacteroidales,ERR414301,0.284981091
Clostridiaceae,Clostridiales,ERR414301,0.116928447
Lachnospiraceae,Clostridiales,ERR414301,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414301,0.366127024
Ruminococcaceae,Clostridiales,ERR414301,0.164257228
Actinomycetaceae,Actinomycetales,ERR414302,0.043979058
Micrococcaceae,Actinomycetales,ERR414302,0.418499127
Bacteroidaceae,Bacteroidales,ERR414302,0.107509454
Porphyromonadaceae,Bacteroidales,ERR414302,0.135062129
Prevotellaceae,Bacteroidales,ERR414302,0.212317666
Rikenellaceae,Bacteroidales,ERR414302,0.284981091
Clostridiaceae,Clostridiales,ERR414302,0.116928447
Lachnospiraceae,Clostridiales,ERR414302,0.087173101
Peptostreptococcaceae,Clostridiales,ERR414302,0.366127024
Ruminococcaceae,Clostridiales,ERR414302,0.164257228
Lactobacillaceae,Lactobacillales,ERR414302,0.050366032
Streptococcaceae,Lactobacillales,ERR414302,0.140890451
Bacteroidaceae,Bacteroidales,ERR414305,0.088551724
Porphyromonadaceae,Bacteroidales,ERR414305,0.116689655
